	name	ores_score
4432	Manwel Dimech	B
4433	Pierre Jean Louis Ovide Doublet	C
4434	Anton Tabone	Start
4435	Stefan Zrinzo Azzopardi	Start
4436	Atlan Anien	Stub
4437	Tony deBrum	Start
4438	Thomas Heine	Stub
4439	Wilbur Heine	Stub
4440	Alvin Jacklick	Stub
4441	Michael Konelios	Stub
4442	Dennis Momotaro	Stub
4443	Rien Morris	Stub
4444	Hiroshi V. Yamamura	Stub
4445	Biram Dah Abeid	C
4446	Kane Hamidou Baba	Stub
4447	Horma Ould Babana	C
4448	Selama Mint Cheikhne Ould Lemrabott	Stub
4449	Mohamed Lemine Ch'bih Ould Cheikh Melainine	C
4450	Vatimetou Mint Khatry	Stub
4451	Patrick Assirvaden	Stub
4452	Anil Bachoo	Stub
4453	Antoine Bestel	GA
4454	Rishon Bhadain	Stub
4455	Eddy J. Changkye	C
4456	Joseph-François Charpentier de Cossigny	Start
4457	Antoine Toussaint de Chazal	Start
4458	Chief Commissioner of Rodrigues	Start
4459	Louis Joseph Coralie	Start
4460	Adrien d'Épinay	C
4461	Sangeet Fowdar	C
4462	Jagdish Koonjul	C
4463	Pritam Singh Mattan	Stub
4464	Cehl Meeah	Start
4465	Moilin Jean Ah-Chuen	C
4466	Jean-Claude Pierre-Louis	Stub
4467	Charles Thomi Pitot	Start
4468	Johnson Roussety	Stub
4469	Subhasnee	Stub
4470	Emperor of Mexico	Start
4471	Oleg Balan	Start
4472	Vlad Bilețchi	C
4473	Vasile Bîtca	Start
4474	Ion Ceban	C
4475	Vladimir Cebotari	C
4476	Ion Constantin Ciobanu	Start
4477	Romulus Cioflec	Start
4478	Alexandru Cotruță	Stub
4479	Emanuil Gavriliță	Start
4480	Iuliana Gorea-Costin	Start
4481	Andrei Ivanțoc	Start
4482	Andrei Lupan	Start
4483	Gheorghe Malarciuc	Start
4484	Constantin Mimi	Start
4485	Maria Postoico	Start
4486	Nichita Smochină	B
4487	Andrei Spînu	Stub
4488	Leonid Talmaci	Stub
4489	Jean-Charles Allavena	Stub
4490	Laurent Anselmi	Stub
4491	Camille Blanc	Start
4492	Robert Calcagno	C
4493	Jean Castellini	Stub
4494	Paul Demange (politician)	Stub
4495	Catherine Fautrier	Stub
4496	Paul Masseron	Start
4497	Laurent Nouvion	Stub
4498	Thierry Poyet	Stub
4499	Jean-François Robillon	Start
4500	Christophe Steiner	Stub
4501	Gilles Tonelli	B
4502	Chilkhaajavyn Avday	Stub
4503	Babojab	Stub
4504	Dendeviin Terbishdagva	Stub
4505	Tsakhiagiin Elbegdorj	B
4506	General Secretary of the Mongolian People's Party	Start
4507	Diluwa Khutugtu Jamsrangjab	Start
4508	Bayantömöriin Khaisan	C
4509	Mijiddorjiin Khanddorj	C
4510	Sonomyn Luvsangombo	Start
4511	Tsendiin Mönkh-Orgil	C
4512	Luvsannamsrain Oyun-Erdene	C
4513	Dritan Abazović	GA
4514	Božidar Bojović	Start
4515	Jevrem Brković	Start
4516	Predrag Bulatović	Start
4517	Miodrag Davidović	C
4518	Vladimir Dobričanin	C
4519	Dobrilo Dedeić	Stub
4520	Sekula Drljević	GA
4521	Fatmir Gjeka	Start
4522	Milutin Jelić	C
4523	Batrić Jovanović	Stub
4524	Jovan Kavarić	Stub
4525	Zdravko Krivokapić	FA
4526	Vujica Lazović	Start
4527	Vladimir Leposavić	C
4528	Stjepan Mitrov Ljubiša	C
4529	Stevan Lukačević	Stub
4530	Savić Marković Štedimlija	C
4531	Tarzan Milošević	Stub
4532	Iko Mirković	Start
4533	Fuad Nimani	Stub
4534	Tomo P. Oraovac	Start
4535	Darko Pajović	Start
4536	Vladimir Pavićević	Start
4537	Jovan Pavlović (minister)	Stub
4538	Andrija Popović	Start
4539	Evgenije Popović	Start
4540	Novica Radović	Start
4541	Miloš Radulović (politician)	Stub
4542	Nešo Šćepović	Start
4543	Budimir Šegrt	Stub
4544	Sergej Sekulović	Stub
4545	Aleksandar Stijović	Start
4546	Lazar Tomanović	Stub
4547	Lujo Vojnović	Start
4548	Dejan Vukšić	Start
4549	Abdessamad Archane	Stub
4550	Abu Bakr Ibn Abi Zaid as-Slawi	Stub
4551	Mohamed Ali El Admi	Stub
4552	Mahjoubi Aherdane	Start
4553	Ba Ahmed	Start
4554	Moulay Ahmed Alaoui	Stub
4555	Abderrahmane Amalou	Stub
4556	Said Amzazi	Stub
4557	Mustapha Bakkoury	C
4558	Ahmed Balafrej	C
4559	Abdelouahed Belkeziz	Start
4560	Moncef Belkhayat	Start
4561	Mehdi Ben Barka	C
4562	Mohamed Benchaaboun	Start
4563	Hakim Benchamach	Stub
4564	Ahmed Benjelloun	Stub
4565	Omar Benjelloun	Start
4566	Bouchaib Benlabsir	Stub
4567	Fadel Benyaich	Start
4568	Driss Benzekri (activist)	Start
4569	Abderrahim Bouabid	Start
4570	M'hamed Boucetta	Stub
4571	Abdelghani Bousta	B
4572	Abdelhadi Boutaleb	Stub
4573	Brahim Boutaleb	Start
4574	Miloud Chaabi	C
4575	Mohamed Haddou Chiguer	Stub
4576	Rochdi Chraibi	Stub
4577	Mohammed al-Hajj ibn Abu Bakr al-Dila'i	Start
4578	Anas Doukkali	Stub
4579	Khalihenna Ould Errachid	C
4580	Mohamed El Fassi	Start
4581	Ahmed al-Hiba	Start
4582	Ahmed ibn Abi Mahalli	C
4583	Abdellatif Jouahri	Start
4584	Mohammed Kabbaj	Stub
4585	Abdellah Kadiri	Start
4586	Muhammad al-Kattani	GA
4587	Khnata bent Bakkar	C
4588	Mohand Laenser	Stub
4589	Fatima Marouan	Start
4590	Mohamed Mehdi Bensaid	Stub
4591	Mohamed Sadiki	Stub
4592	Mohammed VI of Morocco	B
4593	Abdelkrim Motii	Stub
4594	Khalid Naciri	Stub
4595	Mohammed al-Makki al-Nasiri	Stub
4596	Zoulikha Nasri	Start
4597	Abdelaziz El Omari	Start
4598	Ilyas El Omari	Stub
4599	Chafik Rachadi	C
4600	Abdelwahed Radi	Stub
4601	Mohammed Sajid (politician)	Stub
4602	Sidi al-Ayachi	Start
4603	Fathallah Sijilmassi	Start
4604	Mohammed Allal Sinaceur	Start
4605	Mohamed Belhassan Wazzani	Start
4606	Nasser Zefzafi	C
4607	Abdellatif Zeroual	Stub
4608	Mohammed Ziane	Start
4609	Yassir Znagui	Stub
4610	Brahim Zniber	C
4611	Mário Albino	Start
4612	Carlos Cardoso (journalist)	Start
4613	Afonso Dhlakama	C
4614	Helder Francisco Malauene	Stub
4615	Nyeleti Brooke Mondlane	Stub
4616	Basilio Muhate	Stub
4617	Murade Isaac Murargy	Stub
4618	Tomaz Salomão	Stub
4619	Stella da Graça Pinto Novo Zeca	Stub
4620	Aye Ko (artist)	Stub
4621	Ba Shin	C
4622	Bao Youxiang	C
4623	Bawk Ja	Start
4624	Cheery Zahau	C
4625	Ei Thinzar Maung	Start
4626	M. A. Gaffar	C
4627	Han Tha Myint	Start
4628	Hla Maung Shwe	Stub
4629	Hso Khan Pha	C
4630	Nai Htaw Sorn	Start
4631	Htay Aung (businessman)	Start
4632	Htin Linn Aung	Start
4633	Ja Htoi Pan	Stub
4634	Khin Kyaw Han	Stub
4635	Khin Ma Ma Myo	Stub
4636	Khin Maung Swe	Start
4637	Khun San Lwin	Stub
4638	Ko Ni	GA
4639	Thakin Kodaw Hmaing	C
4640	Kwe Te No	Stub
4641	Sao Kya Seng	Start
4642	Kyaw Moe Tun	GA
4643	Kyaw Myint	Start
4644	Kyaw Ni	Stub
4645	Kyaw Tun	C
4646	Kyaw Zaw Oo	C
4647	Duwa Lashi La	Start
4648	Lian Hmung Sakhong	Stub
4649	Sultan Mahmud (minister)	Start
4650	Maran Brang Seng	Start
4651	Gani Markan	Stub
4652	Maw Htun Aung	C
4653	Mya Lay Sein	Start
4654	Myint Swe (politician, born 1965)	Stub
4655	Myo Yan Naung Thein	Start
4656	Naw Ohn Hla	C
4657	Nay Myo Wai	Start
4658	Nay Zin Lat	Stub
4659	Nyi Sein	Stub
4660	Nyo Nyo Thin	Start
4661	Oscar de Glanville	Start
4662	San Tun	Stub
4663	Sasa (politician)	C
4664	Saw Sa	C
4665	Saya Gyi U Nu	GA
4666	Sein Win (politician)	Start
4667	Sao Seng Suk	Stub
4668	Shwe Ohn	Stub
4669	Soe Moe Hlaing	Start
4670	Sultan Ahmed (Burmese politician)	Start
4671	Naw Susanna Hla Hla Soe	Start
4672	Tan Yu Sai	Stub
4673	Taw Phaya Galay	C
4674	Tayzar San	Start
4675	Tha Aye	Stub
4676	Than Nyein	Start
4677	Than Sein	Stub
4678	Than Win	Start
4679	Thaung Tun (minister)	Start
4680	Baganset U Thaw	C
4681	Thein Maung	Start
4682	Thein Nyunt (politician)	Start
4683	Thet Win Aung	Start
4684	Thirty Comrades	GA
4685	Tin Aye	Stub
4686	Tu Hkawng	Start
4687	Wai Moe Naing	Start
4688	Win Ko Ko Latt	Start
4689	Maung Wuntha	Start
4690	Yawd Serk	Stub
4691	Za Hlei Thang	C
4692	Zaw Htay	Start
4693	Zura Begum	Stub
4694	Ben Africa	Start
4695	Hendrina Afrikaner	Stub
4696	Jager Afrikaner	Start
4697	Jonker Afrikaner	Start
4698	Klaas Afrikaner	Stub
4699	Erginus Endjala	Stub
4700	Dap Izaaks	Stub
4701	Piet Junius	Start
4702	Gottlob Mbaukua	Stub
4703	John McNab	Start
4704	Maxie Minnaar	Start
4705	Nehale Mpingana	Start
4706	Manasse ǃNoreseb	C
4707	Thimoteus Tjamuaha	Stub
4708	Erastus Tjejamba	Stub
4709	Cornelius van Wyk	Stub
4710	Eben van Zijl	Start
4711	Bernard Dowiyogo	Start
4712	Valdon Dowiyogo	Start
4713	Yuvaraj Adhikari	Stub
4714	Surya Bahadur KC	Stub
4715	Mohan Baral	Stub
4716	Gopal Kumar Basnet	Stub
4717	Dhokal Singh Basnyat	Stub
4718	Chakra Prasad Bastola	C
4719	Rupchandra Bista	Stub
4720	Gagan Singh Bhandari	Start
4721	Rajendra Laxmi Gaire	Stub
4722	Umesh Prasad Giri	Stub
4723	Harka Gurung	Start
4724	Ram Chandra Jha	Start
4725	Prem Bahadur Kansakar	C
4726	Ratneshwar Lal Kayastha	Start
4727	Rajanra KC	Stub
4728	Keshav Sthapit	Start
4729	Bishal Khadka	Stub
4730	Devi Khadka	Start
4731	Yadunath Khanal	Start
4732	Gore Bahadur Khapangi	Stub
4733	Krishna Chandra Nepali Pokharel	C
4734	Chiri Babu Maharjan	C
4735	Mahendra Bahadur Bista	Stub
4736	Gajraj Mishra	Start
4737	Pande family	FA
4738	Ganesh Pandey	C
4739	Leela Mani Paudyal	C
4740	Bidhyanath Pokhrel	Stub
4741	Radhika Tamang	Stub
4742	Laxman Rajbanshi	Stub
4743	Bharat Shumsher Jung Bahadur Rana	Stub
4744	Dhir Shumsher Rana	FA
4745	Diamond Shumsher Rana	Stub
4746	Kali Bahadur Sahakri	Stub
4747	Balen Shah	C
4748	Bam Shah	Start
4749	Bishnu Pratap Shah	C
4750	Jeevan Bahadur Shahi	Start
4751	Shukraraj Shastri	C
4752	Sonam Gyalchhen Sherpa	Stub
4753	Motidevi Shrestha	Stub
4754	Khadga Man Singh	Stub
4755	Sanu Siva	Stub
4756	Bhuwan Bahadur Sunar	Stub
4757	Surya Raj Acharya	Start
4758	Thapa dynasty	GA
4759	Ranabir Singh Thapa	GA
4760	Goma Devi Timilsina	Stub
4761	Vrajanath Poudyal	Start
4762	Dharma Ratna Yami	C
4763	Igram van Achelen	Stub
4764	Charetti America-Francisca	Start
4765	Vic Bonke	Stub
4766	Marianne Burgman	Start
4767	Dirck Coornhert	C
4768	Fred Dekker (politician)	Stub
4769	Jan Dijkema	Start
4770	Jeanne Fortanier-de Wit	Stub
4771	Jan Geersing	C
4772	Leon Geurts	Stub
4773	Cornelis de Gijselaar	Start
4774	Alexander Gogel	C
4775	Sicco van Goslinga	C
4776	Hugo Grotius	C
4777	Tsjalling Hiddes Halbertsma	GA
4778	Dick de Hoog	C
4779	Mien van Itallie-Van Embden	Start
4780	Jacob van den Eynde, Governor of Woerden	C
4781	Ehsan Jami	C
4782	Allart Pieter van Jongestall	GA
4783	Fridolin Marinus Knobel	Start
4784	Martin Konings	Stub
4785	Theodorus van Kooten	Stub
4786	Jan Krajenbrink	Stub
4787	Jan ter Laan	Start
4788	Reinier van Lanschot	C
4789	Elbertus Leoninus	C
4790	Leopold Karel, Count of Limburg Stirum	Start
4791	Taco Ludigman	Stub
4792	Pieter Daniël Eugenius MacPherson	Stub
4793	Toine Manders (politician, born 1969)	Stub
4794	Henri Marchant	Start
4795	Durk van der Mei	Stub
4796	Sergej Moleveld	Stub
4797	William Moorlag	Stub
4798	Pieter Paulus	B
4799	André Peperkoorn	Start
4800	Grace Schneiders-Howard	GA
4801	Apollonius Schotte	Stub
4802	Fedde Schurer	B
4803	Florens van der Spek	Start
4804	Victor de Stuers	C
4805	Cornelis van Aarsens	Start
4806	Hugo van den Eynde	Start
4807	Viglius	Start
4808	Rudi Vis	Start
4809	Anton August van Vloten	Start
4810	Pieter Vreede	Start
4811	Steef Weijers	Stub
4812	Christine Wttewaall van Stoetwegen	Stub
4813	Guillermo Arce Castaño	Stub
4814	Oscar Danilo Blandón	Start
4815	José Francisco Cardenal	Start
4816	Pedro Joaquín Chamorro Barrios	C
4817	Juan Sebastián Chamorro	C
4818	Edipcia Dubón	Stub
4819	Luis Fley	Start
4820	George Henriquez	C
4821	Antonio Lacayo	Start
4822	Miguel Larreynaga	Stub
4823	Félix Maradiaga	C
4824	Paul Oquist	Start
4825	Maximino Rodríguez Martínez	Stub
4826	Marou Amadou	Stub
4827	Oumar Ba	Stub
4828	Alidou Barkire	Stub
4829	Mano Dayak	Start
4830	Moussa Moumouni Djermakoye	C
4831	Abdoulkarim Goukoye	Stub
4832	N’Gadé Nana Hadiza Noma Kaka	Stub
4833	Moussa Seybou Kassey	Stub
4834	Djibo Salamatou Gourouza Magagi	Stub
4835	Karidjo Mahamadou	Start
4836	Ouhoumoudou Mahamadou	Start
4837	Mohamadou Djibrilla Maïga	Stub
4838	Issoufou Saidou-Djermakoye	Stub
4839	Issoufou Sidibé	C
4840	Yacouba Sido	Stub
4841	Sadou Soloké	Stub
4842	Saloum Traoré	Stub
4843	Abdul-Azeez Olajide Adediran	Start
4844	Saidu Musa Abdullahi	Start
4845	Aliyu Sabi Abdullahi	Stub
4846	Mohammed Hassan Abdullahi	Start
4847	Abubakar Kabir Abubakar	Start
4848	Stephen Makoji Achema	Stub
4849	Tajudeen Adeyemi Adefisoye	Start
4850	Lateef Adegbite	C
4851	Busari Adelakun	Start
4852	Adedeji Adeleke	Stub
4853	Adelere Adeyemi Oriolowo	Start
4854	Rotimi Adelola	Start
4855	Adelusi Adeluyi	Stub
4856	Azeez Issa Adesiji	Stub
4857	Akinwumi Adesina	C
4858	Samuel Adesina	Stub
4859	Funke Adesiyan	Start
4860	Kola Adewusi	Stub
4861	Thomas Aguiyi-Ironsi	Stub
4862	Agboola Ajayi	C
4863	Michael Ajegbo	Start
4864	Kayode Ajulo	Start
4865	Christopher Pere Ajuwa	C
4866	Funke Akindele	C
4867	Janet Akinrinade	Start
4868	Hussaini Akwanga	Stub
4869	Oloye Akin Alabi	C
4870	Timi Alaibe	C
4871	Tayo Alasoadura	Start
4872	Zainab Abubakar Alman	Start
4873	William Nwankwo Alo	Start
4874	Temitope Aluko	Start
4875	Mbazulike Amaechi	Stub
4876	Joseph Oqua Ansa	Stub
4877	Chima Anyaso	Stub
4878	Benjamin Anyene	Start
4879	Dapo Folorunsho Asaju	Start
4880	Tony Ene Asuquo	Stub
4881	Erastus Awortu	Start
4882	Abok Ayuba	Stub
4883	Yusuf Datti Baba-Ahmed	C
4884	Jibrin Ndagi Baba	Stub
4885	Musa Babayo	C
4886	Enitan Badru	Stub
4887	Hadiza Bala Usman	C
4888	Kande Balarabe	Stub
4889	Michael Opeyemi Bamidele	Start
4890	Richard Bamisile	C
4891	Adebayo Johnson Bankole	Start
4892	Banky W.	C
4893	Mohammed Barkindo	C
4894	Sanusi Ado Bayero	C
4895	Mohammed Bello-Koko	C
4896	Muktar Aliyu Betara	C
4897	Ibrahim Mohammed Bomai	C
4898	Abdulfatai Buhari	Stub
4899	Alhaji Hassan Dalhat	Stub
4900	Jake Dan-Azumi	Start
4901	Ibrahim Abdullahi Danbaba	Start
4902	Abdurrahman Shugaba Darman	Start
4903	David Dafinone	Start
4904	Sam Dede	Start
4905	Biobarakuma Degi	Start
4906	Tonto Dikeh	C
4907	Dipo Dina	Start
4908	Bunmi Dipo Salami	C
4909	David Edevbie	C
4910	Yul Edochie	C
4911	Edwin Clark (politician)	Start
4912	Bisi Egbeyemi	Start
4913	Osagie Ehanire	C
4914	Chris Ekiyor	Start
4915	Maurice Ekpenyong	Stub
4916	Owoidighe Ekpoatai	Start
4917	Desmond Elliot	C
4918	Uzoma Emenike	Start
4919	Ken Erics	C
4920	Tunde Eso	Start
4921	Effiong Okon Eyo	Start
4922	Ezekiel Warigbani	Stub
4923	Francis Adenigba Fadahunsi	Stub
4924	Femi Falana	Start
4925	Ayo Fasanmi	Start
4926	Babatunde Fowler	Start
4927	Frank Oputa-Otutu	Stub
4928	Ismaila Isa Funtua	Start
4929	Zakariyau Galadima	Stub
4930	Abdullahi Idris Garba	Start
4931	Abdullahi Abubakar Gumel	Start
4932	Hadi Sirika	C
4933	Humphrey Omo-Osagie	Start
4934	Gregory Ibe	Stub
4935	Chukwuma Frank Ibezim	Start
4936	Ibrahim Tako	Start
4937	Unyime Idem	C
4938	Idris Garba Kareka	Start
4939	Eric Kelechi Igwe	Stub
4940	S.G. Ikoku	C
4941	Nkechi Ikpeazu	Start
4942	Terkimbi Ikyange	Start
4943	Christopher Imumolen	C
4944	Modupe Irele	Start
4945	Joseph Itotoh	Stub
4946	Agom Jarigbe	Start
4947	Manasseh Daniel Jatau	Stub
4948	Ibrahim Usman Jibril	C
4949	Abdulmumin Jibrin	C
4950	Sarah Jibrin	Stub
4951	Mercy Johnson	GA
4952	Ahmad Babba Kaita	C
4953	Dauda Kako Are	Stub
4954	Onwuka Kalu	C
4955	Ayodeji Karim	C
4956	Mariam Yalwaji Katagum	C
4957	Kingsley Kuku	GA
4958	Ahmed Kusamotu	Start
4959	Michael Kwanashie	C
4960	Titilayo Laoye-Tomori	Start
4961	Albert Legogie	Stub
4962	Salisu Abubakar Maikasuwa	Stub
4963	Ibrahim Makama Misau	Stub
4964	Usman Mamman Durkwa	Stub
4965	Ibrahim Mantu	Stub
4966	Ahmed Marafa	Stub
4967	Badiyya Hassan Mashi	Start
4968	Louis Mbanefo	C
4969	Sebastian Okechukwu Mezu	Start
4970	Bernard Mikko	Start
4971	Danladi Mohammed	Stub
4972	Janet Nwadiogo Mokelu	Start
4973	Abba Moro	C
4974	Aliyu Sabiu Muduru	Stub
4975	Fati Muhammad	Start
4976	Umar Namadi	Start
4977	Muhammad Mamman Nami	Start
4978	Kemi Nelson	Start
4979	Oladele John Nihi	Start
4980	Suleiman Oba Nimota	Start
4981	Uchechukwu Nnam-Obi	Stub
4982	Frank Nneji	Start
4983	Blessing Nwagba	Start
4984	John Nnia Nwodo	Start
4985	Oba C. D. Akran	Stub
4986	Patrick Obahiagbon	Start
4987	Gaius Obaseki	Start
4988	Peter Obi	C
4989	Sheriff Oborevwori	C
4990	Godwin Ogbaga	Start
4991	Chigozie Ogbu	Stub
4992	Osita Ogbu	C
4993	Johnson Oghuma	Stub
4994	Chris Ogiemwonyi	C
4995	Clem Ohameze	Start
4996	Abubakar Sadiku Ohere	Start
4997	Sinatu Ojikutu	Start
4998	Edward Ikem Okeke	Start
4999	J. O. J. Okezie	Stub
5000	Kenneth Okonkwo	Start
5001	Doyin Okupe	GA
5002	Alabi Hassan Olajoku	C
5003	Ali Olanusi	Start
5004	Raheem Olawuyi	Stub
5005	Funmilayo Olayinka	C
5006	Folake Olunloyo	Stub
5007	Evelyn Omavowan Oboro	Stub
5008	Adedayo Omolafe	Start
5009	Emmanuel Onwe	C
5010	D. K. Onwenu	Stub
5011	Onyeka Onwenu	C
5012	Nkeiruka Onyejeocha	C
5013	Wenike Opurum Briggs	C
5014	Kayode Otitoju	Start
5015	Luqman Oyebisi Ilaka	C
5016	Gboyega Oyetola	Start
5017	Amal Pepple	Start
5018	R.B.K. Okafor	Stub
5019	Rukayya Dawayya	Start
5020	Saliu Mustapha	Start
5021	Thompson Salubi	Start
5022	Yakubu Yakson Sanda	Stub
5023	Yabagi Sani	Start
5024	Sanusi Ohiare	C
5025	Mamman Shata	C
5026	Garba Shehu	C
5027	Mustapha Baba Shehuri	Stub
5028	Terhemba Shija	Stub
5029	Moses Shipi	Start
5030	Kunle Soname	Stub
5031	Otunba Fatai Sowemimo	Start
5032	Omoyele Sowore treason charges	C
5033	Olaokun Soyinka	Start
5034	Abubakar Y. Suleiman	Stub
5035	Abdullahi Aliyu Sumaila	GA
5036	Timipre Sylva	C
5037	Nkiru Sylvanus	C
5038	Ibrahim Tahir	Start
5039	Ibrahim Talba	C
5040	Oshodi Tapa	C
5041	Titus Uba	Start
5042	S. K. E. Udeh-Okoye	Start
5043	Charles Udoh	Start
5044	Bob-Manuel Udokwu	Start
5045	Akolisa Ufodike	Start
5046	Suleiman Sadiq Umar	Stub
5047	Laz Unaogu	Start
5048	Mariatu Bala Usman	Stub
5049	Musa Usman	Stub
5050	Edwin C.O. Uzor	Stub
5051	Ebikabowei Victor-Ben	Start
5052	Francis E. Waive	Start
5053	John Wash Pam	Stub
5054	Abdullahi Wuse	Stub
5055	Yahaya Madawaki	C
5056	Yakubu Umar Barde	Stub
5057	Musa Yar'Adua	Start
5058	Binos Dauda Yaroe	C
5059	Yusuf Adamu Gagdi	Stub
5060	Amina Zakari	C
5061	Zanna Bukar Dipcharima	Start
5062	Zubby Michael	C
5063	Vangel Ajanovski-Oče	Stub
5064	Metodija Andonov-Čento	C
5065	Ljupčo Andonovski	Stub
5066	Slobodan Bogoevski	Stub
5067	Bojan Bojanovski	Stub
5068	Panko Brashnarov	C
5069	Slobodan Čašule	Stub
5070	Maksim Dimitrievski	Stub
5071	Risto Gjorgjiev	Stub
5072	Vasil Ivanovski	C
5073	Stevčo Jakimovski	Stub
5074	Igor Janusev	Stub
5075	Adnan Jashari	Start
5076	Mincho Jordanov	Stub
5077	Perko Kolevski	Stub
5078	Dimitar Kovačevski	C
5079	Sašo Mijalkov	Start
5080	Goran Mitevski	Stub
5081	Stanko Mladenovski	Stub
5082	Ferdinand Odžakov	Stub
5083	Todor Petrov	C
5084	Xhezair Shaqiri	Start
5085	Vančo Šontevski	Stub
5086	Nikola Spasovski	Stub
5087	Ivan Stoilković	Start
5088	Dobri Veličkovski	Stub
5089	Zoran Veruševski	Stub
5090	Mile Zečević	Stub
5091	Ada Arnstad	Start
5092	Per Magnar Arnstad	Stub
5093	Blehr's Second Cabinet	Stub
5094	Einar Thambarskelfir	C
5095	Jørgen Watne Frydnes	Stub
5096	Ole Fingalf Harbek	Stub
5097	Arild Hermstad	Start
5098	Jacob Hoel	Stub
5099	Hans Jørgen Lysglimt Johansen	Start
5100	Hans Jacob Arnold Kreyberg	C
5101	Lan Marie Berg	C
5102	Vibeke Larsen	Start
5103	Christian Monsen	Start
5104	Fridtjof Nansen	FA
5105	Irene Ojala	Stub
5106	Oddleif Olavsen	Stub
5107	Johan Henrik Rye	Start
5108	Julla Sæthern	Stub
5109	Finn Sjue	Stub
5110	Marcus Thrane	C
5111	Ingvil Smines Tybring-Gjedde	Stub
5112	Dag Inge Ulstein	Start
5113	Yusuf bin Alawi bin Abdullah	Start
5114	Yahya Al Khusaibi	Stub
5115	Malek Bin Sulaiman Al Ma'amari	Stub
5116	Maitha Al Mahrouqi	Start
5117	Moosa AbdulRahman Hassan	C
5118	Talal bin Suleiman Al Rahbi	Stub
5119	Abdullah Al Saidi	Stub
5120	Hilal Al Sarmi	Stub
5121	Asa'ad bin Tariq	Start
5122	Mufti Abdullah	Stub
5123	Kamruddin Ahmed	Start
5124	Ali Gul Sangi	Start
5125	Qazi Khalid Ali	Stub
5126	Master Taj-ud-Din Ansari	Stub
5127	Khurshid Anwar (Major)	GA
5128	Asiya Azeem	C
5129	Ghulam Mohammed Baloch	C
5130	Shah Nawaz Bhutto	GA
5131	Malik Khuda Bakhsh Bucha	Stub
5132	Syed Ata-ul-Muhaimin Bukhari	Stub
5133	Madar Bux	Stub
5134	Chaudhry Abdul Rehman Khan	Start
5135	Dewan Taimur Raja Chowdhury	Start
5136	Mafiz Ali Chowdhury	Start
5137	Nazo Dharejo	Start
5138	Abdul Ghafoor Khan Durrani	Stub
5139	Zia ur Rehman Farooqi	Stub
5140	Fazal-e-Maula	Stub
5141	Abdul Gani (soldier)	Start
5142	Zulfiqar Halepoto	Start
5143	Syed Shamsul Hasan	Start
5144	Ahmed Hossain	C
5145	Shamsul Huq	Start
5146	Ibrahim Khan Qasmi	Stub
5147	Matloob Inkalabi	Stub
5148	Muhammad Ishaq Khattak	Start
5149	Syed Nazrul Islam	C
5150	Abul Hassan Isphani	Start
5151	Mufti Jafar Hussain	Start
5152	Jam Mashooq Ali	Stub
5153	Rustam Jamali	Stub
5154	Jamshed Iqbal Cheema	Start
5155	Hyder Bux Jatoi	C
5156	Hamid Javaid	C
5157	Jamal Kakakhel	Stub
5158	Mian Muhibullah Kakakhel	C
5159	Niat Qabool Hayat Kakakhel	Start
5160	Syed Kamal	Start
5161	Kazi Abdul Kader	Start
5162	Khwaja Khairuddin	Start
5163	Amir Habibullah Khan Saadi	C
5164	Amir Azam Khan	C
5165	Faisal Javed Khan	Start
5166	Iffat Liaqat Ali Khan	Stub
5167	Ikhtiar Wali Khan	Stub
5168	Khan Muhammad Khan	GA
5169	Khushdil Khan	Stub
5170	Malik Allahyar Khan	Start
5171	Omar Asghar Khan	C
5172	Qazi Ataullah Khan	C
5173	Rana Khudadad Khan	Stub
5174	Rana Nazeer Ahmed Khan	Stub
5175	Rao Jamil Akhtar Khan	Stub
5176	Rao Muhammad Afzal Khan	Stub
5177	Mohammad Aslam Khan (Pakistan Peoples Party politician)	Start
5178	Tufail Ahmad Khan	Stub
5179	Wajih-uz-Zaman Khan	Start
5180	Shahal Khan Khoso	Start
5181	Mir Dariya Khan Khoso	Stub
5182	Naseer Khan Khoso	Stub
5183	Zahoor Hussain Khoso	Stub
5184	Mumtaz Hasan Kizilbash	Stub
5185	Abdul Aziz Kurd	Start
5186	Qadir Magsi	Start
5187	Dodo Maheri	Stub
5188	Qadir Mandokhail	Stub
5189	Fakir Abdul Mannan	Start
5190	Khalid Mansoor	Stub
5191	Balach Marri	C
5192	Mir Humayun Khan Marri	Stub
5193	Sheikh Manzar Masaud	Stub
5194	Inayatullah Khan Mashriqi	B
5195	Maulana Bashir Ahmad Sialvi	Start
5196	Salim Jan Khan Mazari	Stub
5197	Tofazzal Hossain Manik Miah	C
5198	Mir Hasem Ali	Stub
5199	Nepal Nag	Start
5200	Syed Sajid Ali Naqvi	Start
5201	Haji Omar	Stub
5202	Omer Sarfraz Cheema	Start
5203	Khurram Khan Panni	Start
5204	Saifullah Khan Paracha	Start
5205	Sher Ali Khan Pataudi	C
5206	Habib ur Rahman (Indian National Army officer)	C
5207	Sheikh Tariq Rasheed	Stub
5208	Chaudhry Muhammad Riaz	Stub
5209	Syed Ali Qutab Shah Rizvi	Stub
5210	Syed Nasir Ali Rizvi	Start
5211	Aamir Hayat Khan Rokhri	Start
5212	Amir Abdullah Khan Rokhri	C
5213	Choudry Mohammad Sadiq	Stub
5214	Hafiz Saeed	GA
5215	Sagheer Ahmad	Start
5216	Muhammad Saifullah	Stub
5217	Pir Syed Mohammad Yaqoob Shah	Start
5218	Syed Yahya Shah	Start
