	article_title	article_quality	revision_id	country	population	region
1321	Luis Eduardo Díaz Granados	Stub	1110442663	Colombia	49100000.0	SOUTH AMERICA
1322	Olga Duque de Ospina	Stub	1109585707	Colombia	49100000.0	SOUTH AMERICA
1323	Eduardo Enríquez Maya	Stub	1098426482	Colombia	49100000.0	SOUTH AMERICA
1324	Miguel Amín Escaf	Stub	1093469846	Colombia	49100000.0	SOUTH AMERICA
1325	Juan Carlos Esguerra Portocarrero	Stub	1098142521	Colombia	49100000.0	SOUTH AMERICA
1326	Juan García del Río	Stub	1093469869	Colombia	49100000.0	SOUTH AMERICA
1327	Daniel García-Peña	Start	1115014530	Colombia	49100000.0	SOUTH AMERICA
1328	Enrique Gil Botero	GA	1098143608	Colombia	49100000.0	SOUTH AMERICA
1329	Guillermo González (politician)	Stub	1100266370	Colombia	49100000.0	SOUTH AMERICA
1330	Bernardo Guerra Serna	Stub	1098592157	Colombia	49100000.0	SOUTH AMERICA
1331	Carlos Mauro Hoyos	C	1093469494	Colombia	49100000.0	SOUTH AMERICA
1332	Augusto Ibáñez Guzmán	Start	1110600534	Colombia	49100000.0	SOUTH AMERICA
1333	Gilma Jiménez	Stub	1069225684	Colombia	49100000.0	SOUTH AMERICA
1334	Roberto Junguito	Stub	1101933538	Colombia	49100000.0	SOUTH AMERICA
1335	Maria Claudia Lacouture	Start	967534978	Colombia	49100000.0	SOUTH AMERICA
1336	Rodrigo Lara	C	1108143692	Colombia	49100000.0	SOUTH AMERICA
1337	Rodrigo Hernán Lloreda Caicedo	Start	1098157236	Colombia	49100000.0	SOUTH AMERICA
1338	Francisco José Lloreda Mera	C	1115843253	Colombia	49100000.0	SOUTH AMERICA
1339	Fernando Londoño	Start	1108751103	Colombia	49100000.0	SOUTH AMERICA
1340	Jorge Eduardo Londoño	Stub	1106087943	Colombia	49100000.0	SOUTH AMERICA
1341	Lorenzo Muelas	Start	1108518143	Colombia	49100000.0	SOUTH AMERICA
1342	David Luna Sánchez	Stub	1105236330	Colombia	49100000.0	SOUTH AMERICA
1343	Iván Marulanda	Start	1099901662	Colombia	49100000.0	SOUTH AMERICA
1344	Carlos Eduardo Medellín Becerra	Start	1101582912	Colombia	49100000.0	SOUTH AMERICA
1345	Germán Montoya Vélez	Stub	1028093034	Colombia	49100000.0	SOUTH AMERICA
1346	Narciso Matus Torres	Stub	1093468993	Colombia	49100000.0	SOUTH AMERICA
1347	Elsa Noguera	Stub	1113697578	Colombia	49100000.0	SOUTH AMERICA
1348	Antonio Ordoñez-Plaja	Stub	1069205558	Colombia	49100000.0	SOUTH AMERICA
1349	Fernando Ospina Hernández	Stub	1099438511	Colombia	49100000.0	SOUTH AMERICA
1350	Enrique Parejo González	Stub	1102081415	Colombia	49100000.0	SOUTH AMERICA
1351	Carlos Pizarro Leongómez	C	1110236454	Colombia	49100000.0	SOUTH AMERICA
1352	Daniel Quintero	C	1097150360	Colombia	49100000.0	SOUTH AMERICA
1353	Juan Camilo Quintero	Stub	1015926064	Colombia	49100000.0	SOUTH AMERICA
1354	Manuel María Ramírez Fortoul	Start	1009609097	Colombia	49100000.0	SOUTH AMERICA
1355	Juan José Reyes-Patria Escobar	C	1110346302	Colombia	49100000.0	SOUTH AMERICA
1356	Jorge Enrique Robledo	Start	1104503680	Colombia	49100000.0	SOUTH AMERICA
1357	Ángela Robledo	Start	1101671356	Colombia	49100000.0	SOUTH AMERICA
1358	Antonio Roldán Betancur	Start	1091776306	Colombia	49100000.0	SOUTH AMERICA
1359	Gabriel Camargo Salamanca	Start	1115402463	Colombia	49100000.0	SOUTH AMERICA
1360	Juana de J. Sarmiento	Start	1057118875	Colombia	49100000.0	SOUTH AMERICA
1361	Yaneth Giha Tovar	Stub	1109010810	Colombia	49100000.0	SOUTH AMERICA
1362	Eduardo Valencia Ospina	Start	1112726542	Colombia	49100000.0	SOUTH AMERICA
1363	José María Vergara y Vergara	Start	1069225799	Colombia	49100000.0	SOUTH AMERICA
1364	Luis Villar Borda	Stub	1098170341	Colombia	49100000.0	SOUTH AMERICA
1365	Luis Carlos Villegas Echeverri	Stub	1039895903	Colombia	49100000.0	SOUTH AMERICA
1366	Mouzawar Abdallah	Stub	1045629825	Comoros	800000.0	EASTERN AFRICA
1367	Moustadroine Abdou	Stub	1112938235	Comoros	800000.0	EASTERN AFRICA
1368	Ibrahim Aboubacar	Start	1104075788	Comoros	800000.0	EASTERN AFRICA
1369	Mohamed Ahmed-Chamanga	Stub	962865723	Comoros	800000.0	EASTERN AFRICA
1370	Saïd Ibrahim Ben Ali	Start	1051416555	Comoros	800000.0	EASTERN AFRICA
1371	Mohamed Bacar	C	1045488214	Comoros	800000.0	EASTERN AFRICA
1372	Chamina Ben Mohamed	Stub	1091671184	Comoros	800000.0	EASTERN AFRICA
1373	Saïd Mohamed Cheikh	Start	1036446434	Comoros	800000.0	EASTERN AFRICA
1374	Mohamed Dahalani	Stub	1070905174	Comoros	800000.0	EASTERN AFRICA
1375	Dawiat Mohamed	Stub	1112068629	Comoros	800000.0	EASTERN AFRICA
1376	Ahmed Ben Said Djaffar	Stub	1103330010	Comoros	800000.0	EASTERN AFRICA
1377	Abdou Soulé Elbak	Stub	1039771007	Comoros	800000.0	EASTERN AFRICA
1378	Fahmi Said Ibrahim	Stub	936630092	Comoros	800000.0	EASTERN AFRICA
1379	Gaston Feuillard	Stub	906903655	Comoros	800000.0	EASTERN AFRICA
1380	Siti Kassim	Start	1112069104	Comoros	800000.0	EASTERN AFRICA
1381	Said Ali Kemal	Start	1054672013	Comoros	800000.0	EASTERN AFRICA
1382	Sittou Raghadat Mohamed	Start	1069963767	Comoros	800000.0	EASTERN AFRICA
1383	Djaffar Ahmed Said	Stub	1112420866	Comoros	800000.0	EASTERN AFRICA
1384	Abdallah Said Sarouma	Stub	1043132737	Comoros	800000.0	EASTERN AFRICA
1385	Moussa Toybou	Stub	790006774	Comoros	800000.0	EASTERN AFRICA
1386	Léon Angor	Start	1077197673	Congo	6000000.0	MIDDLE AFRICA
1387	Joseph Badiabio	Start	1034243441	Congo	6000000.0	MIDDLE AFRICA
1388	Frédéric Bintsamou	Start	1058667713	Congo	6000000.0	MIDDLE AFRICA
1389	Jean-Jacques Bouya	C	1105758730	Congo	6000000.0	MIDDLE AFRICA
1390	Anatole Collinet Makosso	Start	1103554666	Congo	6000000.0	MIDDLE AFRICA
1391	Edgard Diafouka-Bambela	Start	1106259287	Congo	6000000.0	MIDDLE AFRICA
1392	Fidèle Dimou	Start	1106164994	Congo	6000000.0	MIDDLE AFRICA
1393	Gabriel Entcha-Ebia	Start	1106165202	Congo	6000000.0	MIDDLE AFRICA
1394	Gabriel Valère Eteka Yemet	Start	1099409330	Congo	6000000.0	MIDDLE AFRICA
1395	Albert Fourvelle	Stub	826516065	Congo	6000000.0	MIDDLE AFRICA
1396	Pascal Gamassa	C	1058791873	Congo	6000000.0	MIDDLE AFRICA
1397	Pierre Goura	Start	1093895340	Congo	6000000.0	MIDDLE AFRICA
1398	Gustave Aba-Gandzion	Stub	1109342095	Congo	6000000.0	MIDDLE AFRICA
1399	Joseph Hondjuila Miokono	Start	1110821843	Congo	6000000.0	MIDDLE AFRICA
1400	André Kerhervé	Stub	938502932	Congo	6000000.0	MIDDLE AFRICA
1401	Pierre Mabiala	C	1103554982	Congo	6000000.0	MIDDLE AFRICA
1402	Alice Mahoungou	Stub	1045092171	Congo	6000000.0	MIDDLE AFRICA
1403	Paulin Makaya	C	1112682469	Congo	6000000.0	MIDDLE AFRICA
1404	Jean-Pierre Makouta-Mboukou	C	1043693914	Congo	6000000.0	MIDDLE AFRICA
1405	Jean Malonga	Stub	1079975770	Congo	6000000.0	MIDDLE AFRICA
1406	André Matsoua	Start	1112277858	Congo	6000000.0	MIDDLE AFRICA
1407	Ferdinand Mbahou	Start	1016976234	Congo	6000000.0	MIDDLE AFRICA
1408	Justin Mikolo-Kinzonzi	Start	1110228735	Congo	6000000.0	MIDDLE AFRICA
1409	Bonaventure Mizidy	Stub	976591922	Congo	6000000.0	MIDDLE AFRICA
1410	Émile Mokoko Wongolo	Start	1106513766	Congo	6000000.0	MIDDLE AFRICA
1411	Jean-Marie Mokoko	C	1084934250	Congo	6000000.0	MIDDLE AFRICA
1412	René-Dambert Ndouane	C	934383492	Congo	6000000.0	MIDDLE AFRICA
1413	Jean-Dominique Okemba	C	1080590362	Congo	6000000.0	MIDDLE AFRICA
1414	Denis-Christel Sassou Nguesso	C	1112420082	Congo	6000000.0	MIDDLE AFRICA
1415	Arlette Soudan-Nonault	Start	1112681568	Congo	6000000.0	MIDDLE AFRICA
1416	Jean Félix Demba Telo	Stub	1106155664	Congo	6000000.0	MIDDLE AFRICA
1417	Abel Thauley-Ganga	Stub	1108165600	Congo	6000000.0	MIDDLE AFRICA
1418	Georges Yhambot	Stub	1109906450	Congo	6000000.0	MIDDLE AFRICA
1419	Jean Andeka	Stub	1053665857	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1420	Daniel Aselo Okito	Stub	1100883853	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1421	Bertrand Bisimwa	Start	1053663824	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1422	Adam Bombolé	Stub	1104298921	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1423	Célestin Cibalonza Byaterana	Stub	1053664162	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1424	Martin Parfait Aimé Coussoud-Mavoungou	Start	1097239808	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1425	Emmanuel Dungia	C	1060647113	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1426	Ferdinand Essandja	Stub	995332258	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1427	Lugi Gizenga	Start	1107018797	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1428	Clovis Kabongo Malemba	Stub	1053664088	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1429	Odilon Kafitwe wa pa Bowa	Stub	1063619600	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1430	François Nicéphore Kakese	Stub	1053664863	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1431	Kalenga Riziki Lwango II	Start	1054264870	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1432	Jean Collins Musonda Kalusambo	Stub	1053665874	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1433	Norman Kamosi	Stub	1066002475	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1434	Oscar Kashala	Start	1087269353	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1435	Banyingela Kasonga	Start	1112278142	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1436	Pierre Honoré Kazadi Lukonda Ngube-Ngube	Stub	1002487446	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1437	Jacques Kazadi	Start	1102558299	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1438	Léon Kengo wa Dondo	C	1084896531	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1439	Robert Kidiaba	Start	1105743947	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1440	Seth Kikuni	Stub	1001659466	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1441	Jean-Pierre Lola Kisanga	Stub	1108329438	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1442	Delphin Kyubwa	Stub	1053664236	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1443	Gabriel Kyungu wa Kumwanza	Start	1099410445	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1444	Eric Lenge	Start	1053664625	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1445	Faustin Luanga	C	1086274369	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1446	Guy-Patrice Lumumba	Stub	1086692776	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1447	Sultani Makenga	Start	1097897658	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1448	Angèle Makombo	Stub	1081392396	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1449	Christian Malanga	C	1106277637	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1450	Franck Mwe di Malila	C	1053664857	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1451	Anne Mbusu	Start	1101655545	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1452	Munga Mibindo	Stub	1058408130	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1453	Emile Mota	Start	1106209048	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1454	Josué Alex Mukendi	Stub	1053666052	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1455	Daniel Mukoko Samba	Start	1106989449	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1456	Paul-Joseph Mukungubila	C	1105617422	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1457	Medard Mulangala	C	1101726096	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1458	Didier Mumengi	C	1074734394	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1459	Kasongo Munganga	C	1105966047	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1460	Jean-Claude Kazembe Musonda	Stub	1098805559	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1461	Jules Mutebusi	Start	1092041837	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1462	Laurent Nkunda	C	1082692191	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1463	Victor Promontorio	Start	1087110784	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1464	Jean-Marie Runiga	Start	1053665820	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1465	Alain Daniel Shekomba	Stub	1104802428	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1466	Koloso Sumaili	Stub	1053666295	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1467	Noël K. Tshiani Muadiamvita	C	1108163676	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1468	Emery Wafwana	Start	1092371503	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1469	Emmanuel Weyi	Start	1114586215	Congo, Dem. Rep.	99000000.0	MIDDLE AFRICA
1470	Florentino Alfaro Zamora	Stub	956286846	Costa Rica	5200000.0	CENTRAL AMERICA
1471	Alejandro Alvarado García	Stub	1003975565	Costa Rica	5200000.0	CENTRAL AMERICA
1472	Antonio Saldaña	Start	1093440482	Costa Rica	5200000.0	CENTRAL AMERICA
1473	Armando Aráuz Aguilar	Stub	1096079605	Costa Rica	5200000.0	CENTRAL AMERICA
1474	Birche	Stub	953393149	Costa Rica	5200000.0	CENTRAL AMERICA
1475	Tranquilino de Bonilla y Herdocia	Stub	1076002437	Costa Rica	5200000.0	CENTRAL AMERICA
1476	Juan José de Bonilla y Herdocia	Stub	956293523	Costa Rica	5200000.0	CENTRAL AMERICA
1477	Miguel de Bonilla y Laya-Bolívar	Start	1049728557	Costa Rica	5200000.0	CENTRAL AMERICA
1478	Stephan Brunner	Stub	1103928769	Costa Rica	5200000.0	CENTRAL AMERICA
1479	Florencio del Castillo	Start	1069435039	Costa Rica	5200000.0	CENTRAL AMERICA
1480	Paola Vega Castillo	Stub	1107984404	Costa Rica	5200000.0	CENTRAL AMERICA
1481	Ramón Castro y Ramírez	Stub	956293548	Costa Rica	5200000.0	CENTRAL AMERICA
1482	Ricardo Castro Beeche	Stub	1099192652	Costa Rica	5200000.0	CENTRAL AMERICA
1483	Teodoro Willink Castro	Stub	1108137810	Costa Rica	5200000.0	CENTRAL AMERICA
1484	José Joaquín Chaverri Sievert	Stub	956297870	Costa Rica	5200000.0	CENTRAL AMERICA
1485	José Miguel Corrales Bolaños	Stub	1106097216	Costa Rica	5200000.0	CENTRAL AMERICA
1486	Correque	Start	1060409498	Costa Rica	5200000.0	CENTRAL AMERICA
1487	Aquileo J. Echeverría	Start	1077703728	Costa Rica	5200000.0	CENTRAL AMERICA
1488	El Guarco	Start	982203872	Costa Rica	5200000.0	CENTRAL AMERICA
1489	Narciso Esquivel y Salazar	Stub	956293456	Costa Rica	5200000.0	CENTRAL AMERICA
1490	Alberto Fait Lizano	Stub	1095090935	Costa Rica	5200000.0	CENTRAL AMERICA
1491	Gerardo Gómez Ramírez	Stub	942924505	Costa Rica	5200000.0	CENTRAL AMERICA
1492	Joaquín Gutiérrez	C	1054520061	Costa Rica	5200000.0	CENTRAL AMERICA
1493	Gerardo Guzmán Quirós	Stub	956298558	Costa Rica	5200000.0	CENTRAL AMERICA
1494	Joaquín de Iglesias Vidamartel	Stub	956293531	Costa Rica	5200000.0	CENTRAL AMERICA
1495	Bernal Jiménez Monge	Stub	1099703699	Costa Rica	5200000.0	CENTRAL AMERICA
1496	Ramón Jiménez y Robredo	Stub	956297739	Costa Rica	5200000.0	CENTRAL AMERICA
1497	King Garabito	Start	953412068	Costa Rica	5200000.0	CENTRAL AMERICA
1498	Pedro María León-Páez y Brown	Stub	1060701173	Costa Rica	5200000.0	CENTRAL AMERICA
1499	Óscar López (politician)	Stub	1108071893	Costa Rica	5200000.0	CENTRAL AMERICA
1500	Juan de los Santos Madriz y Cervantes	Stub	979296974	Costa Rica	5200000.0	CENTRAL AMERICA
1501	Marvin Calvo Montoya	Stub	1112206196	Costa Rica	5200000.0	CENTRAL AMERICA
1502	Félix Arcadio Montero Monge	Stub	1097535044	Costa Rica	5200000.0	CENTRAL AMERICA
1503	Sonia Marta Mora Escalante	Stub	1082026885	Costa Rica	5200000.0	CENTRAL AMERICA
1504	José Joaquín Mora Porras	Stub	1066725232	Costa Rica	5200000.0	CENTRAL AMERICA
1505	Mary Munive	Stub	1103929222	Costa Rica	5200000.0	CENTRAL AMERICA
1506	Rafael Moya Murillo	Stub	956297821	Costa Rica	5200000.0	CENTRAL AMERICA
1507	María Teresa Obregón Zamora	C	1062414934	Costa Rica	5200000.0	CENTRAL AMERICA
1508	Juan de Obregón y Espinosa	Start	1111778447	Costa Rica	5200000.0	CENTRAL AMERICA
1509	Rodrigo Oreamuno Blanco	Stub	1090060729	Costa Rica	5200000.0	CENTRAL AMERICA
1510	Joaquín de Oreamuno	GA	1096820977	Costa Rica	5200000.0	CENTRAL AMERICA
1511	Rafael Francisco Osejo	Start	1034464885	Costa Rica	5200000.0	CENTRAL AMERICA
1512	Pablo Presbere	C	1094432381	Costa Rica	5200000.0	CENTRAL AMERICA
1513	Eugenio Padilla Bonilla	Stub	994446675	Costa Rica	5200000.0	CENTRAL AMERICA
1514	Manuel María de Peralta y Alfaro	Start	1099780917	Costa Rica	5200000.0	CENTRAL AMERICA
1515	José María de Peralta	Start	1099735450	Costa Rica	5200000.0	CENTRAL AMERICA
1516	Manuel María de Peralta y López del Corral	Stub	1076002485	Costa Rica	5200000.0	CENTRAL AMERICA
1517	Cipriano Pérez y Arias	Stub	1079012012	Costa Rica	5200000.0	CENTRAL AMERICA
1518	Eusebio Prieto y Ruiz	Stub	956293601	Costa Rica	5200000.0	CENTRAL AMERICA
1519	Carmen Quesada Santamaría	Stub	989893885	Costa Rica	5200000.0	CENTRAL AMERICA
1520	José Pablo Quirós Quirós	Stub	1068141997	Costa Rica	5200000.0	CENTRAL AMERICA
1521	Gregorio José Ramírez	Start	1108030896	Costa Rica	5200000.0	CENTRAL AMERICA
1522	Rafael Ramírez Hidalgo	Stub	1003975880	Costa Rica	5200000.0	CENTRAL AMERICA
1523	Carlos Ricardo Benavides Jiménez	Stub	1101826814	Costa Rica	5200000.0	CENTRAL AMERICA
1524	Santiago Mayas	Start	1091891616	Costa Rica	5200000.0	CENTRAL AMERICA
1525	Siarke	Stub	1040860121	Costa Rica	5200000.0	CENTRAL AMERICA
1526	Tomás Enrique Soley Soler	Stub	956286746	Costa Rica	5200000.0	CENTRAL AMERICA
1527	José María Soto Alfaro	Start	1022937864	Costa Rica	5200000.0	CENTRAL AMERICA
1528	Ricardo Toledo Carranza	Stub	1074320861	Costa Rica	5200000.0	CENTRAL AMERICA
1529	Nazario Toledo	Stub	956293527	Costa Rica	5200000.0	CENTRAL AMERICA
1530	Marco Vinicio Vargas Pereira	Stub	956297827	Costa Rica	5200000.0	CENTRAL AMERICA
1531	Santos Velázquez y Tinoco	Stub	956293472	Costa Rica	5200000.0	CENTRAL AMERICA
1532	William Forbes (Talamancan king)	Stub	953571529	Costa Rica	5200000.0	CENTRAL AMERICA
1533	Jean-Jacques Béchio	Stub	1097445644	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1534	Kandia Camara	Start	1103563722	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1535	Charles Koffi Diby	Stub	1108506945	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1536	Étienne Djaument	Stub	1102789374	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1537	Loubo Augustin Djessou	Stub	1055941458	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1538	Laurent Dona Fologo	Stub	1114825081	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1539	Michel Gueu	C	1107654367	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1540	Marcel Zadi Kessy	Start	1101937624	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1541	Kaba Nialé	Start	1096406056	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1542	Sékou Sanogo	Stub	994546487	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1543	Sidi Tiémoko Touré	C	1091776866	Cote d'Ivoire	28200000.0	WESTERN AFRICA
1544	Mato Arlović	Start	995029235	Croatia	3800000.0	SOUTHERN EUROPE
1545	Antun Augustinčić	GA	1107956669	Croatia	3800000.0	SOUTHERN EUROPE
1546	Jakov Blažević	Stub	1107642810	Croatia	3800000.0	SOUTHERN EUROPE
1547	Mirko Bogović	Stub	1111957117	Croatia	3800000.0	SOUTHERN EUROPE
1548	Zvonko Brkić	Stub	1079673510	Croatia	3800000.0	SOUTHERN EUROPE
1549	Andrija Torkvat Brlić	GA	1115206658	Croatia	3800000.0	SOUTHERN EUROPE
1550	Josip Broz Tito	B	1115879018	Croatia	3800000.0	SOUTHERN EUROPE
1551	Nadežda Čačinovič	Start	1112933531	Croatia	3800000.0	SOUTHERN EUROPE
1552	Melko Čingrija	Start	1078887578	Croatia	3800000.0	SOUTHERN EUROPE
1553	Pero Čingrija	Start	1078888021	Croatia	3800000.0	SOUTHERN EUROPE
1554	Juraj Demetrović	Stub	1080729797	Croatia	3800000.0	SOUTHERN EUROPE
1555	Luigi Frari	Start	1065837770	Croatia	3800000.0	SOUTHERN EUROPE
1556	Nikica Gabrić	Stub	1100953009	Croatia	3800000.0	SOUTHERN EUROPE
1557	Leon Geršković	Start	1100856578	Croatia	3800000.0	SOUTHERN EUROPE
1558	Pavle Gregorić	Stub	1010865645	Croatia	3800000.0	SOUTHERN EUROPE
1559	Hakija Hadžić	Start	1078015152	Croatia	3800000.0	SOUTHERN EUROPE
1560	Dragutin Haramija	Stub	1079673431	Croatia	3800000.0	SOUTHERN EUROPE
1561	Ernest Jelušić	Start	1035465045	Croatia	3800000.0	SOUTHERN EUROPE
1562	Emerik Josipović	Stub	1108439301	Croatia	3800000.0	SOUTHERN EUROPE
1563	Gejza Josipović	Stub	1017549423	Croatia	3800000.0	SOUTHERN EUROPE
1564	Radovan Juričić	C	1012985592	Croatia	3800000.0	SOUTHERN EUROPE
1565	Luka Kirac	GA	1112003841	Croatia	3800000.0	SOUTHERN EUROPE
1566	Stjepan Kovačević	Stub	972227393	Croatia	3800000.0	SOUTHERN EUROPE
1567	Josip Kregar	Start	1022316460	Croatia	3800000.0	SOUTHERN EUROPE
1568	Izidor Kršnjavi	Start	1105361975	Croatia	3800000.0	SOUTHERN EUROPE
1569	Šime Kurelić	Start	1083761998	Croatia	3800000.0	SOUTHERN EUROPE
1570	Ante Mandić	Stub	1104609731	Croatia	3800000.0	SOUTHERN EUROPE
1571	Vladimir Mažuranić	Start	1070845254	Croatia	3800000.0	SOUTHERN EUROPE
1572	Danijel Mileta	Start	1063882247	Croatia	3800000.0	SOUTHERN EUROPE
1573	Pavao Muhić	Stub	1009855661	Croatia	3800000.0	SOUTHERN EUROPE
1574	Francesco Neffat	Start	1087585656	Croatia	3800000.0	SOUTHERN EUROPE
1575	Fran Novljan	Start	1086818268	Croatia	3800000.0	SOUTHERN EUROPE
1576	Petar Pejačević	Stub	1021214490	Croatia	3800000.0	SOUTHERN EUROPE
1577	Kata Pejnović	Start	1095342896	Croatia	3800000.0	SOUTHERN EUROPE
1578	Ivo Pilar	C	1089349756	Croatia	3800000.0	SOUTHERN EUROPE
1579	Pero Pirker	GA	1097968650	Croatia	3800000.0	SOUTHERN EUROPE
1580	Svetozar Pribićević	C	1093904984	Croatia	3800000.0	SOUTHERN EUROPE
1581	Niko Pucić	Start	1086466947	Croatia	3800000.0	SOUTHERN EUROPE
1582	Rafael Pucić	Stub	1109480180	Croatia	3800000.0	SOUTHERN EUROPE
1583	Svetozar Rittig	C	1078580605	Croatia	3800000.0	SOUTHERN EUROPE
1584	Vjekoslav Servatzy	Start	1085075271	Croatia	3800000.0	SOUTHERN EUROPE
1585	Ivan Vilibor Sinčić	Start	1107681809	Croatia	3800000.0	SOUTHERN EUROPE
1586	Tadija Smičiklas	C	1090985499	Croatia	3800000.0	SOUTHERN EUROPE
1587	Vjekoslav Spinčić	Start	1039143224	Croatia	3800000.0	SOUTHERN EUROPE
1588	Predrag Štromar	Start	1049187655	Croatia	3800000.0	SOUTHERN EUROPE
1589	Josip Juraj Strossmayer	C	1111376276	Croatia	3800000.0	SOUTHERN EUROPE
1590	Ante Šupuk	Start	1015900174	Croatia	3800000.0	SOUTHERN EUROPE
1591	Đuro Šurmin	Start	1031747692	Croatia	3800000.0	SOUTHERN EUROPE
1592	Ljudevit Vukotinović	Start	1081133614	Croatia	3800000.0	SOUTHERN EUROPE
1593	Dragan Vulin	Start	1031595837	Croatia	3800000.0	SOUTHERN EUROPE
1594	Lordan Zafranović	C	1112298171	Croatia	3800000.0	SOUTHERN EUROPE
1595	Savo Zlatić	C	1019059043	Croatia	3800000.0	SOUTHERN EUROPE
1596	Ante Županović	Stub	1014125709	Croatia	3800000.0	SOUTHERN EUROPE
1597	Prime Ministers of Cuba	Stub	934437679	Cuba	11100000.0	CARIBBEAN
1598	President of Cuba	C	1112307334	Cuba	11100000.0	CARIBBEAN
1599	Ignacio Agramonte	C	1104193887	Cuba	11100000.0	CARIBBEAN
1600	Sebastian Arcos Bergnes	C	1111442114	Cuba	11100000.0	CARIBBEAN
1601	Gustavo Arcos	Start	1064128904	Cuba	11100000.0	CARIBBEAN
1602	Juan de Ayala y Escobar	C	1115775999	Cuba	11100000.0	CARIBBEAN
1603	Miguel Brugueras	Stub	1094840575	Cuba	11100000.0	CARIBBEAN
1604	Leopoldo Cancio	Start	1018001652	Cuba	11100000.0	CARIBBEAN
1605	Demetrio Castillo Duany	Start	1078095226	Cuba	11100000.0	CARIBBEAN
1606	Vicente Manuel de Céspedes	C	1067145473	Cuba	11100000.0	CARIBBEAN
1607	Manuel Cidre	Start	1105881632	Cuba	11100000.0	CARIBBEAN
1608	José María Coppinger	GA	1080005445	Cuba	11100000.0	CARIBBEAN
1609	Rafael Díaz-Balart	Start	1106639409	Cuba	11100000.0	CARIBBEAN
1610	Miguel Díaz-Canel	GA	1115075784	Cuba	11100000.0	CARIBBEAN
1611	Manuel Dorta-Duque	C	1114485837	Cuba	11100000.0	CARIBBEAN
1612	Carlos Fernández Gondín	Start	1066670419	Cuba	11100000.0	CARIBBEAN
